Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate,Area (cm^2),Aspect,OilPainting,YearCreated,AspectString
2174,"Invisible Sun (algorithm 5, second letter form)",Julie Mehretu,25414.0,2014,Ink and synthetic polymer paint on canvas,"9' 11 3/8"" x 13' 11"" (303.2 x 424.2 cm)","Gift of the Steven and Alexandra Cohen Foundation, Eugenio Lopez Alonso, and Committee on Painting and Sculpture Funds",243.2015,Painting,Painting & Sculpture,2015-03-10,Y,186548,,0.0,,303.2258064516,,,424.1808483617,,"American, born Ethiopia 1970",American,female,1970.0,0.0,128622.57982580033,1.3988942871503467,N,2014,Landscape
2175,splash bombs I,Michel Majerus,29857.0,2002,Acrylic and pencil on canvas,"110 1/4 x 157 5/8"" (280 x 400.4 cm)",Gift of Marie-Josée and Henry R. Kravis in honor of Martin Eisenberg,1066.2014,Painting,Painting & Sculpture,2014-12-15,Y,186570,,0.0,,280.0355600711,,,400.3683007366,,"German, born Luxembourg. 1967–2002",German,male,1967.0,2002.0,112117.36133148838,1.4297052154195988,N,2002,Landscape
2176,Sky Backdrop,Alex Israel,46896.0,2013,Synthetic polymer paint on canvas,"108 x 192"" (274.3 x 487.7 cm)",Gift of Adam Kimmel,1064.2014,Painting,Painting & Sculpture,2014-12-15,Y,186957,,0.0,,274.3205486411,,,487.68097536199997,,"American, born 1982",American,male,1982.0,0.0,133780.9127231306,1.7777777777779395,N,2013,Landscape
2177,Untitled (Pearls),Sergej Jensen,35251.0,2008,Beads on fabric on silk,"86 3/4 x 67"" (220.3 x 170.2 cm)",Gift of Rebecca and Martin Eisenberg in honor of Marie-Josée Kravis,1065.2014,Painting,Painting & Sculpture,2014-12-15,Y,187159,,0.0,,220.3454406909,,,170.1803403607,,"Danish, born 1973",Danish,male,1973.0,0.0,37498.4620937058,0.772334293948149,N,2008,Portrait
2178,To the Last,Lynette Yiadom-Boakye,46962.0,2013,Oil on canvas,"13 7/8 x 12"" (35.2 x 30.5 cm)",Gift of the Danjuma Collection,1068.2014,Painting,Painting & Sculpture,2014-12-15,Y,187631,,0.0,,35.2425704851,,,30.4800609601,,"British, born 1977",British,female,1977.0,0.0,1074.1956967764693,0.8648648648652483,Y,2013,Portrait
2179,Where It Had Been,Lynette Yiadom-Boakye,46962.0,2013,Oil on canvas,"13 7/8 x 12"" (35.2 x 30.5 cm)",Gift of the Danjuma Collection,1069.2014,Painting,Painting & Sculpture,2014-12-15,Y,187632,,0.0,,35.2425704851,,,30.4800609601,,"British, born 1977",British,female,1977.0,0.0,1074.1956967764693,0.8648648648652483,Y,2013,Portrait
2180,The Myriad Motives of Men,Lynette Yiadom-Boakye,46962.0,2014,Oil on canvas,"71 x 51 1/4"" (180.3 x 130.2 cm)",Gift of Dian Woodner in honor of The Friends of Education of The Museum of Modern Art,1070.2014,Painting,Painting & Sculpture,2014-12-15,Y,187633,,0.0,,180.3403606807,,,130.1752603505,,"British, born 1977",British,female,1977.0,0.0,23475.853403313195,0.7218309859154637,Y,2014,Portrait
2181,"July 16, 1968",Michel Parmentier,31672.0,1968,Lacquer on canvas,"109 13/16 x 96 7/16"" (279 x 245 cm)",Committee on Painting and Sculpture Funds,246.2015,Painting,Painting & Sculpture,2015-03-10,Y,188112,,0.0,,279.0,,,245.0,,"French, 1938–2000",French,male,1938.0,2000.0,68355.0,0.8781362007168458,N,1968,Portrait
2182,Two Torsos,Hale Woodruff,7630.0,c. 1977,Oil on canvas,"42 x 36"" (106.7 x 91.4 cm)",Gift of Dorothy C. Hudgins in memory of William R. Hudgins,250.2015,Painting,Painting & Sculpture,2015-03-10,Y,189243,,0.0,,106.6802133604,,,91.44018288040002,,"American, 1900–1980",American,male,1900.0,1980.0,9754.85821939507,0.8571428571433929,Y,1977,Portrait
2183,Untitled,Jack Goldstein,37702.0,1981,Acrylic on canvas,"82 3/4 x 130"" (210.2 x 330.2 cm)",The Sidney and Harriet Janis Collection (by exchange) and gift of Jill and Peter Kraus,237.2015,Painting,Painting & Sculpture,2015-03-10,Y,189256,,0.0,,210.18542037080002,,,330.2006604013,,"Canadian, 1945–2003",Canadian,male,1945.0,2003.0,69403.36461316302,1.5709969788521692,N,1981,Landscape
2184,St. Sebastian,Julian Schnabel,5245.0,1979,Oil and wax on canvas,"111 x 66"" (281.9 x 167.6 cm)","Gift of The Brant Foundation, Inc., Agnes Gund, Jerry I. Speyer and Katherine Farley, Michael Ovitz, and Adam Kimmel",247.2015,Painting,Painting & Sculpture,2015-03-10,Y,189602,,0.0,,281.9405638811,,,167.6403352807,,"American, born 1951",American,male,1951.0,0.0,47264.61065825722,0.5945945945947575,Y,1979,Portrait
2185,Untitled (Club Scene),Kerry James Marshall,8285.0,2013,Acrylic and glitter on unstretched canvas,"119 x 216"" (302.3 x 548.6 cm)",Gift of Mr. and Mrs. Martin Segal in honor of Agnes Gund,242.2015,Painting,Painting & Sculpture,2015-03-10,Y,189603,,0.0,,302.2606045212,,,548.6410972822,,"American, born 1955",American,male,1955.0,0.0,165832.58972969226,1.8151260504202404,N,2013,Landscape
2186,White Landscape,Armando Reverón,27447.0,1940,Glue tempera on canvas,"25 13/16 x 34 5/8"" (65.5 x 88 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in memory of Dr. Enrique Pérez Olivares,503.2015,Painting,Painting & Sculpture,2015-06-01,Y,190023,,0.0,,65.5,,,88.0,,"Venezuelan, 1889–1954",Venezuelan,male,1889.0,1954.0,5764.0,1.3435114503816794,N,1940,Landscape
2187,Add,Sarah Grilo,47458.0,1965,Oil on canvas,"59 13/16 x 59 13/16"" (152 x 152 cm)",Latin American and Caribbean Fund,4.2016,Painting,Painting & Sculpture,2016-01-20,Y,190112,,0.0,,152.0,,,152.0,,"Argentine, 1919–2007",Argentine,female,1919.0,2007.0,23104.0,1.0,Y,1965,Square
2188,Fiery Sunset,Alma Woodsey Thomas,47098.0,1973,Acrylic on canvas,"41 1/4 x 41 1/4"" (104.8 x 104.8 cm)",Committee on Painting and Sculpture Funds,505.2015,Painting,Painting & Sculpture,2015-06-01,Y,191855,,0.0,,104.7752095504,,,104.7752095504,,"American, 1891–1978",American,female,1891.0,1978.0,10977.844536330233,1.0,N,1973,Square
2189,Conjunction 74-26,Ha Chong-Hyun,47861.0,1974,Oil on burlap,"42 7/8 x 87 3/4"" (108.9 x 222.9 cm)",Gift of Glenn and Eva Dubin,494.2015,Painting,Painting & Sculpture,2015-06-01,Y,191856,,0.0,,108.90271780540002,,,222.8854457709,,"Korean, born 1935",Korean,male,1935.0,0.0,24272.83080371911,2.0466472303214465,Y,1974,Landscape
2190,Untitled,Kai Althoff,26178.0,2007,"Oil on fabric, ink on paper, gift-wrap paper, and dyed chiffon on enamel-painted wood stretcher and frame","31 × 37 1/4"" (78.7 × 94.6 cm)",Gift of Susan and Leonard Feinstein,1408.2016,Painting,Painting & Sculpture,2017-03-29,Y,192012,,4.1,,78.7,,,94.6,,"German, born 1966",German,male,1966.0,0.0,7445.0199999999995,1.2020330368487928,Y,2007,Landscape
2191,Untitled,Etel Adnan,47462.0,1965/1966,Oil on canvas,"21 1/4 x 22 5/8"" (54 × 57.5 cm)",Gift of The Riklis Collection of McCrory Corporation and Mrs. Cornelius J. Sullivan Fund (both by exchange),996.2015,Painting,Painting & Sculpture,2015-10-05,Y,195562,,0.0,,53.975107950200005,,,57.467614935200004,,"American, born Lebanon, 1925",American,female,1925.0,0.0,3101.8207197679462,1.0647058823527014,Y,1965,Landscape
2192,Art and Language II,Richard Aldrich,45409.0,2014,Enamel and charcoal on canvas,"84 × 58"" (213.4 × 147.3 cm)",Purchase (by exchange),997.2015,Painting,Painting & Sculpture,2015-10-05,Y,196032,,0.0,,213.3604267209,,,147.3202946406,,"American, born 1975",American,male,1975.0,0.0,31432.32092916713,0.69047619047609,N,2014,Portrait
2193,Portrait of a Man with Cat Ears,Richard Aldrich,45409.0,2014,"Oil, wax and wood on cut canvas","84 × 58"" (213.4 × 147.3 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),998.2015,Painting,Painting & Sculpture,2015-10-05,Y,196033,,0.0,,213.3604267209,,,147.3202946406,,"American, born 1975",American,male,1975.0,0.0,31432.32092916713,0.69047619047609,Y,2014,Portrait
2194,"What Are These Strange Feelings, with Form Cut from Untitled Painting",Richard Aldrich,45409.0,2011/2014,Oil and wax on linen and silkscreen ink on Dibond® panel,"84 × 58"" (213.4 × 147.3 cm)",Gift of Mrs. Gloria Finn in memory of Greta Daniel; Gift of Philip L. Goodwin; and Gift of Mr. and Mrs. David Kluger (all by exchange),999.2015,Painting,Painting & Sculpture,2015-10-05,Y,196034,,0.0,,213.3604267209,,,147.3202946406,,"American, born 1975",American,male,1975.0,0.0,31432.32092916713,0.69047619047609,Y,2011,Portrait
2195,Doctor Faustroll,Thomas Chimes,1105.0,1977,Oil on canvas mounted on wood panel in artist wood frame with copper plate,"14 1/2 × 13"" (36.8 × 33 cm)",Acquired through the generosity of Daniel W. Dietrich II,1001.2015,Painting,Painting & Sculpture,2015-10-05,Y,196036,,0.0,,36.830073660100005,,,33.020066040100005,,"American, 1921–2009",American,male,1921.0,2009.0,1216.13146451825,0.8965517241382119,Y,1977,Portrait
2196,Satie,Thomas Chimes,1105.0,1987,Oil on canvas,"52 × 56"" (132.1 × 142.2 cm)",Gift of The Estate of Thomas Chimes and Locks Gallery,1002.2015,Painting,Painting & Sculpture,2015-10-05,Y,196037,,0.0,,132.08026416049998,,,142.2402844806,,"American, 1921–2009",American,male,1921.0,2009.0,18787.134348462314,1.076923076923543,Y,1987,Landscape
2197,Writing 59-74-77,Park Seo Bo,48621.0,1974/1977,Pencil and oil on canvas,"76 3/4 × 118 1/8"" (195 × 300 cm)",Gift of Mimi Haas in honor of Marie-Josée Kravis,1011.2015,Painting,Painting & Sculpture,2015-10-05,Y,196042,,0.0,,195.0,,,300.0,,"Korean, born 1931",Korean,male,1931.0,0.0,58500.0,1.5384615384615385,Y,1974,Landscape
2198,"Little Three for Two: Red, Yellow, Blue",Mary Heilmann,30935.0,1976,"Acrylic on canvas
","13 1/2 × 24"" (34.3 × 61 cm)",Grace Rainey Rogers Fund (by exchange); The Pat Hearn and Colin de Land Acquisition Fund; Gift of the Advisory Committee (by exchange),1008.2015,Painting,Painting & Sculpture,2015-10-05,Y,196211,,0.0,,34.290068580100005,,,60.9601219202,,"American, born 1940",American,female,1940.0,0.0,2090.3267612949157,1.7777777777784256,N,1976,Landscape
2199,Tehachapi II,Mary Heilmann,30935.0,1979,"Acrylic on canvas, two panels","48 × 72 × 2 1/2"" (121.9 × 182.9 × 6.4 cm)",Grace Rainey Rogers Fund (by exchange); Goldberg Contemporary Art Fund,1010.2015,Painting,Painting & Sculpture,2015-10-05,Y,196478,,6.3500127,,121.92024384049999,,,182.8803657607,,"American, born 1940",American,female,1940.0,0.0,22296.81878718437,1.4999999999995899,N,1979,Landscape
2200,Duns Scotus,Michaela Eichwald,45401.0,2015,"Acrylic, oil, wax, and lacquer on artificial leather","53 1/2 × 106 1/4"" (136 × 270 cm)",Gift of James Keith Brown and Eric Diefenbach; Gift of Morton G. Neumann (by exchange); Gift of Mr. and Mrs. Herbert Freedman (by exchange),3.2016,Painting,Painting & Sculpture,2016-01-20,Y,199052,,0.0,,136.0,,,270.0,,"German, born 1967",German,female,1967.0,0.0,36720.0,1.9852941176470589,Y,2015,Landscape
2201,Untitled (Intimate Suffering #11),Kim Beom,49061.0,2012,Acrylic on canvas,"124 7/8 × 87"" (317 × 221 cm)",Fund for the Twenty-First Century,7.2016,Painting,Painting & Sculpture,2016-01-20,Y,199054,,0.0,,317.0,,,221.0,,"Korean, born 1963",Korean,male,1963.0,0.0,70057.0,0.6971608832807571,N,2012,Portrait
2202,Let's Walk to the Middle of the Ocean,Mark Bradford,33393.0,2015,"Paper, acrylic paint, and acrylic varnish on canvas","102 × 144"" (259.1 × 365.8 cm)",Anonymous gift,1.2016,Painting,Painting & Sculpture,2016-01-20,Y,199580,,0.0,,259.080518161,,,365.7607315215,,"American, born 1961",American,male,1961.0,0.0,94761.47984553663,1.4117647058826936,N,2015,Landscape
2203,Untitled (policeman),Kerry James Marshall,8285.0,2015,Acrylic on PVC panel with plexiglass frame,"60 × 60"" (152.4 × 152.4 cm)",Gift of Mimi Haas in honor of Marie-Josée Kravis,8.2016,Painting,Painting & Sculpture,2016-01-20,Y,199591,,0.0,,152.4003048006,,,152.4003048006,,"American, born 1955",American,male,1955.0,0.0,23225.852903315783,1.0,N,2015,Square
2204,American People Series #20: Die,Faith Ringgold,7066.0,1967,"Oil on canvas, two panels","72 × 144"" (182.9 × 365.8 cm)","Acquired through the generosity of The Modern Women's Fund, Ronnie F. Heyman, Glenn and Eva Dubin, Lonti Ebers, Michael S. Ovitz, Daniel and Brett Sundheim, and Gary and Karen Winnick",212.2016.a-b,Painting,Painting & Sculpture,2016-04-04,Y,199915,,0.0,,182.8803657607,,,365.7607315215,,"American, born 1930",American,female,1930.0,0.0,66890.45636155311,2.000000000000547,Y,1967,Landscape
2205,The Raising of Lazarus,Chris Ofili,7967.0,2007,Oil and charcoal on canvas,"109 3/4 × 79"" (278.8 × 200.7 cm)",Hillman Periodicals Fund (by exchange),9.2016,Painting,Painting & Sculpture,2016-01-20,Y,199917,,0.0,,278.7655575311,,,200.66040132080002,,"British, born 1968",British,male,1968.0,0.0,55937.20864860709,0.719817767653788,Y,2007,Portrait
2206,Children,William H. Johnson,22989.0,1941,Oil and pencil on wood panel,"17 1/2 × 12 1/2"" (44.5 × 31.8 cm)","Gift of Abby Aldrich Rockefeller (by exchange), Agnes Gund, Marlene Hess and James D. Zirin, and the Hudgins Family",6.2016,Painting,Painting & Sculpture,2016-01-20,Y,199918,,0.0,,44.45,,,31.75,,"American, 1901–1970",American,male,1901.0,1970.0,1411.2875000000001,0.7142857142857142,Y,1941,Portrait
2207,The Moon,Tarsila do Amaral,49158.0,1928,Oil on canvas,"43 5/16 × 43 5/16"" (110 × 110 cm)",Gift of Joan H. Tisch (by exchange),1.2019,Painting,Painting & Sculpture,2019-02-11,Y,199984,,0.0,,110.0,,,110.0,,"Brazilian, 1886–1973",Brazilian,female,1886.0,1973.0,12100.0,1.0,Y,1928,Square
2208,The Road to Mandalay,Batiste Madalena,35204.0,1926,Poster,,Purchase from the Katten Family,F2016.105,Painting,Film,2016-02-10,Y,202415,,,,,,,,,"American, 1902–1988",American,male,1902.0,1988.0,,,N,1926,
2209,Hadewijch,Mark di Suvero,5743.0,1979,Acrylic on canvas,"73 × 67"" (185.4 × 170.2 cm)",Gift of Agnes Gund,208.2016,Painting,Painting & Sculpture,2016-04-04,Y,202453,,0.0,,185.4203708407,,,170.1803403607,,"American, born China. 1933",American,male,1933.0,0.0,31554.90181947754,0.9178082191783925,N,1979,Portrait
2210,"Egypt, Hard G",Matt Connors,36363.0,2015,Acrylic on canvas with painted wood frame,"84 × 60"" (213.4 × 152.4 cm)",Gift of Wendy Fisher and The Kirsh Foundation,207.2016,Painting,Painting & Sculpture,2016-04-04,Y,202454,,0.0,,213.3604267209,,,152.4003048006,,"American, born 1973",American,male,1973.0,0.0,32516.194064651238,0.7142857142855135,N,2015,Portrait
2211,Anxiety Painting,Avery Singer,49622.0,2014,Acrylic on canvas,"100 × 120 × 1 3/4"" (254 × 304.8 × 4.4 cm)",Fund for the Twenty-First Century,554.2016,Painting,Painting & Sculpture,2016-06-06,Y,203530,,4.44500889,,254.000508001,,,304.8006096012,,"American, born 1987",American,,1987.0,0.0,77419.50967771927,1.2,N,2014,Landscape
2212,Untitled (Uncle),Konrad Lueg,3628.0,1965,Casein tempera on canvas,"49 1/4 × 39 3/8"" (125.1 × 100 cm)",Hillman Periodicals Fund (by exchange),549.2016,Painting,Painting & Sculpture,2016-06-06,Y,204116,,0.0,,125.0952501905,,,100.01270002540001,,"German, 1939–1996",German,male,1939.0,1996.0,12511.11373190484,0.7994923857868041,N,1965,Portrait
2213,White/White,Hércules Barsotti,8464.0,1961,Oil on canvas,"39 1/8 × 39 3/16"" (99.4 × 99.5 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,791.2016,Painting,Painting & Sculpture,2016-09-21,Y,205919,,0.0,,99.4,,,99.5,,"Brazilian, 1914–2010",Brazilian,male,1914.0,2010.0,9890.300000000001,1.0010060362173037,Y,1961,Landscape
2214,Theme Three Times no. 22,Omar Carreño,49998.0,1950,Oil on canvas,"21 1/2 × 18 1/8"" (54.6 × 46 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Ileen Kohn and Milena Sosa-Kohn,792.2016,Painting,Painting & Sculpture,2016-09-21,Y,205920,,0.0,,54.6,,,46.0,,"Venezuelan, 1927–2013",Venezuelan,male,1927.0,2013.0,2511.6,0.8424908424908425,Y,1950,Portrait
2215,Relief 1,Omar Carreño,49998.0,1952,Alkyd on wood,"41 3/4 × 41 9/16 × 1 3/4"" (106 × 105.6 × 4.5 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,793.2016,Painting,Painting & Sculpture,2016-09-21,Y,205921,,4.5,,106.0,,,105.6,,"Venezuelan, 1927–2013",Venezuelan,male,1927.0,2013.0,11193.599999999999,0.9962264150943396,N,1952,Portrait
2216,Construction 8,Aluisio Carvão,37548.0,1955,Alkyd on board,"27 3/4 × 19 1/2 × 1"" (70.5 × 49.5 × 2.5 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of James Gara,794.2016,Painting,Painting & Sculpture,2016-09-21,Y,205922,,2.5,,70.5,,,49.5,,"Brazilian, 1920–2001",Brazilian,male,1920.0,2001.0,3489.75,0.7021276595744681,N,1955,Portrait
2217,Counter Relief no. 1,Lygia Clark,27445.0,1958,Alkyd and cellulose nitrate on wood,"55 1/2 × 55 1/2 × 1 5/16"" (141 × 141 × 3.3 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,798.2016,Painting,Painting & Sculpture,2016-09-21,Y,205925,,3.3,,141.0,,,141.0,,"Brazilian, 1920–1988",Brazilian,female,1920.0,1988.0,19881.0,1.0,N,1958,Square
2218,Cocoon no. 2,Lygia Clark,27445.0,1959,Cellulose nitrate on sheetmetal,"11 13/16 × 11 13/16 × 4 5/16"" (30 × 30 × 11 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Kathy Halbreich,799.2016,Painting,Painting & Sculpture,2016-09-21,Y,205927,,11.0,,30.0,,,30.0,,"Brazilian, 1920–1988",Brazilian,female,1920.0,1988.0,900.0,1.0,N,1959,Square
2219,Visible Idea,Waldemar Cordeiro,42856.0,1956,Alkyd on board,"23 9/16 × 23 5/8"" (59.9 × 60 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,800.2016,Painting,Painting & Sculpture,2016-09-21,Y,205928,,0.0,,59.9,,,60.0,,"Brazilian, born Italy. 1925–1973",Brazilian,male,1925.0,1973.0,3594.0,1.001669449081803,N,1956,Landscape
2220,Project for an Exterior Wall,Carlos Cruz-Diez,1321.0,1954-1965,Painted dowels and synthetic polymer paint on wood,"15 3/4 × 21 3/4 × 2 1/2"" (40 × 55.2 × 6.4 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Carolina Rodríguez-Cisneros,801.2016,Painting,Painting & Sculpture,2016-09-21,Y,205929,,6.4,,40.0,,,55.2,,"Venezuelan, 1923-2019",Venezuelan,male,1923.0,2019.0,2208.0,1.3800000000000001,N,1954,Landscape
2221,Physichromy 21,Carlos Cruz-Diez,1321.0,"Paris, 1960",Casein on cardboard over wood,"28 3/4 x 29 15/16"" (73 x 76 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,802.2016,Painting,Painting & Sculpture,2016-09-21,Y,205930,,6.5,,103.4,,,106.4,,"Venezuelan, 1923-2019",Venezuelan,male,1923.0,2019.0,11001.760000000002,1.0290135396518376,N,1960,Landscape
2222,Diagonal Function,Geraldo de Barros,28410.0,1952,Lacquer on wood,"24 3/4 × 24 3/4 × 1/2"" (62.9 × 62.9 × 1.3 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,804.2016,Painting,Painting & Sculpture,2016-09-21,Y,205932,,1.3,,62.9,,,62.9,,"Brazilian, 1923–1998",Brazilian,male,1923.0,1998.0,3956.41,1.0,N,1952,Square
2223,Modulated Composition,Willys de Castro,8474.0,1954,Alkyd on board,"15 7/8 × 15 3/4"" (40.3 × 40 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,806.2016,Painting,Painting & Sculpture,2016-09-21,Y,205934,,0.0,,40.3,,,40.0,,"Brazilian, 1926–1988",Brazilian,male,1926.0,1988.0,1612.0,0.9925558312655087,N,1954,Portrait
2224,Active Object (Yellow),Willys de Castro,8474.0,1959-60,Oil on canvas on board,"13 3/4 × 27 9/16 × 3/16"" (35 × 70 × 0.5 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Lord and Lady Foster,808.2016,Painting,Painting & Sculpture,2016-09-21,Y,205935,,0.5,,35.0,,,70.0,,"Brazilian, 1926–1988",Brazilian,male,1926.0,1988.0,2450.0,2.0,Y,1959,Landscape
2225,Active Object (Red/White Cube),Willys de Castro,8474.0,1962,Oil on canvas on plywood,"9 13/16 × 9 13/16 × 9 13/16"" (25 × 25 × 25 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Tomás Orinoco Griffin-Cisneros,809.2016,Painting,Painting & Sculpture,2016-09-21,Y,205936,,25.0,,25.0,,,25.0,,"Brazilian, 1926–1988",Brazilian,male,1926.0,1988.0,625.0,1.0,Y,1962,Square
2226,Alternating 2,Hermelindo Fiaminghi,49117.0,1957,Alkyd on board,"24 × 24"" (61 × 61 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Catalina Cisneros-Santiago,811.2016,Painting,Painting & Sculpture,2016-09-21,Y,205939,,0.0,,61.0,,,61.0,,"Brazilian, 1920–2004",Brazilian,male,1920.0,2004.0,3721.0,1.0,N,1957,Square
2227,Untitled,María Freire,50000.0,1954,Oil on canvas,"36 1/4 × 48 1/16"" (92 × 122 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Gabriel Pérez-Barreiro,812.2016,Painting,Painting & Sculpture,2016-09-21,Y,205940,,0.0,,92.0,,,122.0,,"Uruguayan, 1917–2015",Uruguayan,female,1917.0,2015.0,11224.0,1.326086956521739,Y,1954,Landscape
