Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate,Area (cm^2),Aspect,OilPainting,YearCreated,AspectString
1303,Nymph,Louis Michel Eilshemius,1701.0,1914,Oil on board,"20 1/8 x 19 3/4"" (51 x 50.2 cm)",The Sidney and Harriet Janis Collection,598.1967,Painting,Painting & Sculpture,1967-10-18,Y,80051,,,,51.0,,,50.2,,"American, 1864–1941",American,male,1864.0,1941.0,2560.2000000000003,0.9843137254901961,Y,1914,Portrait
1304,White Rope,Richard Smith,5493.0,1973,"Synthetic polymer paint on canvas with metal rods, rope, and string","10' 6"" x 57 1/2"" (321.2 x 146.1 cm)",Mr. and Mrs. Walter Stein Fund,598.1976,Painting,Painting & Sculpture,1976-12-07,Y,80052,,,,321.2,,,146.1,,"British, 1931–2016",British,male,1931.0,2016.0,46927.32,0.45485678704856786,N,1973,Portrait
1305,Pistol,Roy Lichtenstein,3542.0,1964,Felt,"82 x 49"" (208.3 x 124.4 cm)",Gift of Philip Johnson,599.1965,Painting,Painting & Sculpture,1965-06-08,Y,80053,,,,208.3,,,124.5,,"American, 1923–1997",American,male,1923.0,1997.0,25933.350000000002,0.5976956313010081,N,1964,Portrait
1306,The Park,Édouard Vuillard,6194.0,1894 (reworked in 1908),Distemper on canvas,"6' 11 1/2"" x 62 3/4"" (211.8 x 159.2 cm)",The William B. Jaffe and Evelyn A. J. Hall Collection,600.1959,Painting,Painting & Sculpture,1959-04-22,Y,80056,,,,211.8,,,159.2,,"French, 1868–1940",French,male,1868.0,1940.0,33718.56,0.7516525023607176,N,1894,Portrait
1307,Eddie (Sylvie's brother) in the Desert (Variable Collage),Öyvind Fahlström,1790.0,New York 1966,Movable screenprinted paper cutouts over screenprinted cutouts pasted on painted wood panel,"35 1/4 x 50 1/2"" (89.5 x 128.1 cm)",The Sidney and Harriet Janis Collection,600.1967,Painting,Painting & Sculpture,1967-10-18,Y,80057,,,,89.5,,,128.1,,"Swedish, born Brazil. 1928–1976",Swedish,male,1928.0,1976.0,11464.949999999999,1.4312849162011172,N,1966,Landscape
1308,Annette,Alberto Giacometti,2141.0,1962,Oil on canvas,"36 3/8 x 28 7/8"" (92.3 x 73.2 cm)",The Sidney and Harriet Janis Collection,603.1967,Painting,Painting & Sculpture,1967-10-18,Y,80059,,,,92.3,,,73.2,,"Swiss, 1901–1966",Swiss,male,1901.0,1966.0,6756.36,0.7930660888407368,Y,1962,Portrait
1309,"Untitled 1964, New York",Takeshi Kawashima,3031.0,1964,Oil on canvas,"8' 4 1/2"" x 6' 6 1/8"" (255.1 x 203.3 cm)",Junior Council Fund,604.1965,Painting,Painting & Sculpture,1965-06-08,Y,80061,,,,255.1,,,203.3,,"Japanese, born 1930",Japanese,male,1930.0,0.0,51861.83,0.7969423755390044,Y,1964,Portrait
1310,Two Women,Fidelio Ponce De León,4681.0,1934,Oil on canvas,"39 1/4 x 39 3/8"" (99.7 x 100 cm)",Gift of Dr. C. M. Ramírez Corría,606.1942,Painting,Painting & Sculpture,1942-12-29,Y,80063,,,,99.7,,,100.0,,"Cuban, 1896–1949",Cuban,male,1896.0,1949.0,9970.0,1.0030090270812437,Y,1934,Landscape
1311,"Composition on the Word ""Vie,"" 2",Auguste Herbin,2602.0,1950,Oil on canvas,"57 1/2 x 38 1/4"" (145.8 x 97.1 cm)",The Sidney and Harriet Janis Collection,606.1967,Painting,Painting & Sculpture,1967-10-18,Y,80064,,,,145.8,,,97.1,,"French, 1882–1960",French,male,1882.0,1960.0,14157.18,0.6659807956104251,Y,1950,Portrait
1312,Memory of a Voyage,René Magritte,3692.0,1955,Oil on canvas,"63 7/8 x 51 1/4"" (162.2 x 130.2 cm)",Gift of D. and J. de Menil,607.1959,Painting,Painting & Sculpture,1959-04-22,Y,80065,,,,162.2,,,130.2,,"Belgian, 1898–1967",Belgian,male,1898.0,1967.0,21118.439999999995,0.8027127003699137,Y,1955,Portrait
1313,Angora Cat,Morris Hirshfield,2671.0,1937-39 (dated on painting 1937),Oil on canvas,"22 1/8 x 27 1/4"" (56.1 x 69.1 cm)",The Sidney and Harriet Janis Collection,607.1967,Painting,Painting & Sculpture,1967-10-18,Y,80066,,,,56.1,,,69.1,,"American, born Poland. 1872–1946",American,male,1872.0,1946.0,3876.5099999999998,1.231729055258467,Y,1937,Landscape
1314,Lion,Morris Hirshfield,2671.0,1939,Oil on canvas,"28 1/4 x 40 1/4"" (71.5 x 102 cm)",The Sidney and Harriet Janis Collection,608.1967,Painting,Painting & Sculpture,1969-07-22,Y,80068,,,,71.5,,,102.0,,"American, born Poland. 1872–1946",American,male,1872.0,1946.0,7293.0,1.4265734265734267,Y,1939,Landscape
1315,Cafe Deutschland (Style War),Jörg Immendorff,2807.0,1980,Acrylic on canvas,"9' 2 1/4"" x 11' 6"" (280 x 350.7 cm)",Gift of Emily and Jerry Spiegel,608.1994,Painting,Painting & Sculpture,1994-12-08,Y,80069,,,,280.0,,,350.5,,"German, 1945–2007",German,male,1945.0,2007.0,98140.0,1.2517857142857143,N,1980,Landscape
1316,Standing Man with Stick,Nathan Oliveira,4400.0,1959,Oil on canvas,"69 1/4 x 60 5/8"" (175.9 x 154 cm)",Gift of Joseph H. Hirshhorn,609.1959,Painting,Painting & Sculpture,1959-04-22,Y,80070,,,,175.8953517907,,,153.9878079756,,"American, 1928–2010",American,male,1928.0,2010.0,27085.73965534692,0.8754512635378332,Y,1959,Portrait
1317,Untitled,Shuji Mukai,4143.0,1963,"Oil, string, and canvas on wood","6' 3/8"" x 53 7/8"" (183.6 x 136.8 cm)",Purchase,609.1965,Painting,Painting & Sculpture,1965-06-08,Y,80071,,,,183.6,,,136.8,,"Japanese, born 1939",Japanese,male,1939.0,0.0,25116.48,0.7450980392156864,Y,1963,Portrait
1318,Inseparable Friends,Morris Hirshfield,2671.0,1941,Oil on canvas,"60 1/8 x 40 1/8"" (152.6 x 101.9 cm)",The Sidney and Harriet Janis Collection,609.1967,Painting,Painting & Sculpture,1967-10-18,Y,80072,,,,152.6,,,101.9,,"American, born Poland. 1872–1946",American,male,1872.0,1946.0,15549.94,0.6677588466579293,Y,1941,Portrait
1319,Girl with Pigeons,Morris Hirshfield,2671.0,1942,Oil on canvas,"30 x 40 1/8"" (76.1 x 101.7 cm)",The Sidney and Harriet Janis Collection,610.1967,Painting,Painting & Sculpture,1969-07-22,Y,80074,,,,76.1,,,101.7,,"American, born Poland. 1872–1946",American,male,1872.0,1946.0,7739.37,1.3363994743758214,Y,1942,Landscape
1320,Cityscape,Gerhard Richter,4907.0,1970,Oil on canvas,"6' 6 1/2"" x 6' 1/2"" (199.6 x 199.6 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder,610.1994,Painting,Painting & Sculpture,1994-12-08,Y,80075,,,,199.4,,,184.1,,"German, born 1932",German,male,1932.0,0.0,36709.54,0.9232698094282848,Y,1970,Portrait
1321,Composition,Joaquín Torres-García,5907.0,1932,Oil on canvas,"28 1/4 x 19 3/4"" (71.8 x 50.2 cm)",Gift of Dr. Román Fresnedo Siri,611.1942,Painting,Painting & Sculpture,1942-12-29,Y,80076,,,,71.8,,,50.2,,"Uruguayan, 1874–1949",Uruguayan,male,1874.0,1949.0,3604.36,0.6991643454038998,Y,1932,Portrait
1322,The Synagogue,Hyman Bloom,609.0,c. 1940,Oil on canvas,"65 1/4 x 46 3/4"" (165.7 x 118.7 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),611.1943,Painting,Painting & Sculpture,1943-11-04,Y,80077,,,,165.7,,,118.7,,"American, born Latvia. 1913–2009",American,male,1913.0,2009.0,19668.59,0.7163548581774292,Y,1940,Portrait
1323,Parliamentary Buildings,Morris Hirshfield,2671.0,1946,Oil on canvas,"36 1/8 x 28"" (91.7 x 71.1 cm)",The Sidney and Harriet Janis Collection,611.1967,Painting,Painting & Sculpture,1969-07-22,Y,80078,,,,91.7,,,71.1,,"American, born Poland. 1872–1946",American,male,1872.0,1946.0,6519.87,0.7753544165757905,Y,1946,Portrait
1324,Columbus Making Ripples,Miguel Angel Ríos,7410.0,1993,Pleated silver-dye-bleach print (Cibachrome) on pleated canvas with steel pushpins,"Museum installation 7' 1"" x 9' 1/4"" x 1 1/2"" (216 x 275 x 2.7 cm)",Gift of Waldo Rasmussen and AT&T NEW ART/NEW VISIONS Fund,611.1994,Painting,Painting & Sculpture,1994-12-08,Y,80079,,3.8,,215.9,,,275.0,,"Argentine, born 1943",Argentine,male,1943.0,0.0,59372.5,1.2737378415933303,N,1993,Landscape
1325,Burning Bush,Milton Resnick,4873.0,1959,Oil on canvas,"63 x 48"" (160 x 121.9 cm)",Larry Aldrich Foundation Fund,612.1959,Painting,Painting & Sculpture,1959-04-22,Y,80081,,,,160.0,,,121.9,,"American, born Ukraine. 1917–2004",American,male,1917.0,2004.0,19504.0,0.7618750000000001,Y,1959,Portrait
1326,Untitled,Atsuko Tanaka,5799.0,1964,Acrylic on canvas,"10' 11 1/4"" x 7' 4 3/4"" (333.4 x 225.4 cm)",John G. Powers Fund,612.1965,Painting,Painting & Sculpture,1965-06-08,Y,80082,,,,333.4,,,225.4,,"Japanese, 1932–2005",Japanese,female,1932.0,2005.0,75148.36,0.6760647870425915,N,1964,Portrait
1327,Leda and the Swan,Cy Twombly,5988.0,Rome 1962,"Oil, pencil, and crayon on canvas","6' 3"" x 6' 6 3/4"" (190.5 x 200 cm)",Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),612.1994,Painting,Painting & Sculpture,1994-12-08,Y,80083,,,,190.5,,,200.0,,"American, 1928–2011",American,male,1928.0,2011.0,38100.0,1.0498687664041995,Y,1962,Landscape
1328,"The Four Seasons: Spring, Summer, Autumn, and Winter",Cy Twombly,5988.0,1993-94,"Synthetic polymer paint, oil, house paint, pencil and crayon on four canvases","Spring 10' 3 1/8"" x 6' 2 7/8"" (312.5 x 190 cm), Summer 10' 3 3/4"" x 6' 7 1/8"" (314.5 x 201 cm), Autumn 10' 3 1/2"" x 6' 2 3/4"" (313.7 x 189.9 cm), Winter 10' 3 1/4"" x 6' 2 7/8"" (313  x 190.1 cm)",Gift of the artist,613.1994.a-d,Painting,Painting & Sculpture,1994-12-08,Y,80085,,,,313.7,,,189.9,,"American, 1928–2011",American,male,1928.0,2011.0,59571.63,0.6053554351291043,Y,1993,Portrait
1329,Taku,Takeo Yamaguchi,6484.0,February 1961,Oil on canvas over wood,"35 7/8 x 35 3/4"" (90.9 x 90.8 cm)",Junior Council Fund,614.1965,Painting,Painting & Sculpture,1965-06-08,Y,80087,,,,90.9,,,90.8,,"Japanese, 1902–1983",Japanese,male,1902.0,1983.0,8253.720000000001,0.9988998899889988,Y,1961,Portrait
1330,Untitled,Cy Twombly,5988.0,1970,Oil-based house paint and crayon on canvas,"13' 3 3/8"" x 21' 1/8"" (405 x 640.3 cm)",Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),614.1994,Painting,Painting & Sculpture,1994-12-08,Y,80088,,,,404.8,,,640.4,,"American, 1928–2011",American,male,1928.0,2011.0,259233.91999999998,1.5820158102766797,N,1970,Landscape
1331,"Composition, I",Salvatore Scarpitta,5199.0,1959,Oil and casein on canvas strips stretched over armature,"45 3/4 x 35 1/8"" (116.2 x 89.1 cm)",Gift of William Rubin,615.1959,Painting,Painting & Sculpture,1959-04-22,Y,80091,,,,116.2,,,89.1,,"American, 1919–2007",American,male,1919.0,2007.0,10353.42,0.7667814113597246,Y,1959,Portrait
1332,The Campbells Are Coming,John Kane,2982.0,1932,Oil and gold paint on paper over board,"20 x 16 1/8"" (50.8 x 40.8 cm)",The Sidney and Harriet Janis Collection,615.1967,Painting,Painting & Sculpture,1969-07-22,Y,80092,,,,50.8,,,40.8,,"American, born Scotland. 1860–1934",American,male,1860.0,1934.0,2072.64,0.8031496062992126,Y,1932,Portrait
1333,Actor's Mask,Paul Klee,3130.0,1924,Oil on canvas mounted on board,"14 1/2 x 13 3/8"" (36.7 x 33.8 cm)",The Sidney and Harriet Janis Collection,616.1967,Painting,Painting & Sculpture,1969-07-22,Y,80094,,,,36.7,,,33.8,,"German, born Switzerland. 1879–1940",German,male,1879.0,1940.0,1240.46,0.9209809264305175,Y,1924,Portrait
1334,Homage to the Square: White Monument,Josef Albers,97.0,1951,Oil on board,"32 x 32"" (81.3 x 81.3 cm)",Nina and Gordon Bunshaft Bequest,616.1994,Painting,Painting & Sculpture,1994-12-08,Y,80095,,,,81.3,,,81.3,,"American, born Germany. 1888–1976",American,male,1888.0,1976.0,6609.69,1.0,Y,1951,Square
1335,The Little Presser,Mervin Jules,2951.0,1943,Oil on board,"11 1/2 x 11 5/8"" (29.2 x 29.5 cm)",Purchase,617.1943,Painting,Painting & Sculpture,1943-11-04,Y,80096,,,,29.2,,,29.5,,"American, 1912–1994",American,male,1912.0,1994.0,861.4,1.0102739726027397,Y,1943,Landscape
1336,Meeting Place,Bryan Wynter,6470.0,1957,Oil on canvas,"56 x 44"" (142.2 x 111.7 cm)",G. David Thompson Fund,617.1959,Painting,Painting & Sculpture,1959-04-22,Y,80098,,,,142.2,,,111.7,,"British, 1915–1981",British,male,1915.0,1981.0,15883.74,0.7855133614627287,Y,1957,Portrait
1337,In the Grass,Paul Klee,3130.0,1930,Oil on canvas,"16 5/8 x 20 3/4"" (42.1 x 52.5 cm)",The Sidney and Harriet Janis Collection,617.1967,Painting,Painting & Sculpture,1969-07-22,Y,80099,,,,42.1,,,52.5,,"German, born Switzerland. 1879–1940",German,male,1879.0,1940.0,2210.25,1.2470308788598574,Y,1930,Landscape
1338,Obsol,James Brooks,798.0,1964,Oil on canvas,"6' 8"" x 6' 2"" (203.2 x 188 cm)",Nina and Gordon Bunshaft Bequest,617.1994,Painting,Painting & Sculpture,1994-12-08,Y,80100,,,,203.2,,,188.0,,"American, 1906–1992",American,male,1906.0,1992.0,38201.6,0.9251968503937008,Y,1964,Portrait
1339,Still Life D,Manoucher Yektai,6497.0,February 1959,Oil on canvas,"48 1/4 x 68"" (122.3 x 172.8 cm)",Gift of Mr. and Mrs. Bernard J. Reis,618.1959,Painting,Painting & Sculpture,1959-04-22,Y,80102,,,,122.3,,,172.8,,"American, born 1921",American,male,1921.0,0.0,21133.440000000002,1.412919051512674,Y,1959,Landscape
1340,Blue Monochrome,Yves Klein,3137.0,1961,Dry pigment in polyvinyl acetate on cotton over plywood,"6' 4 7/8"" x 55 1/8"" (195.1 x 140 cm)",The Sidney and Harriet Janis Collection,618.1967,Painting,Painting & Sculpture,1969-07-22,Y,80103,,,,195.1,,,140.0,,"French, 1928–1962",French,male,1928.0,1962.0,27314.0,0.7175807278318811,N,1961,Portrait
1341,Picture with an Archer,Vasily Kandinsky,2981.0,1909,Oil on canvas,"68 7/8 x 57 3/8"" (175 x 144.6 cm)",Gift and bequest of Louise Reinhardt Smith,619.1959,Painting,Painting & Sculpture,1959-04-22,Y,80104,,,,175.0,,,144.6,,"French, born Russia. 1866–1944",French,male,1866.0,1944.0,25305.0,0.8262857142857143,Y,1909,Portrait
1342,Convergences,Jean Dubuffet,1633.0,1976,Vinyl paint and cut-and-pasted paper mounted on canvas,"53 1/4"" x 11' 8 1/4"" (135.4 x 356.3 cm)",Nina and Gordon Bunshaft Bequest,619.1994,Painting,Painting & Sculpture,1994-12-08,Y,80106,,,,135.3,,,356.2,,"French, 1901–1985",French,male,1901.0,1985.0,48193.86,2.6326681448632665,N,1976,Landscape
1343,Le Gros,Franz Kline,3148.0,1961,Oil on canvas,"41 3/8 x 52 5/8"" (105 x 133.8 cm)",The Sidney and Harriet Janis Collection,620.1967,Painting,Painting & Sculpture,1969-07-22,Y,80108,,,,105.0,,,133.8,,"American, 1910–1962",American,male,1910.0,1962.0,14049.000000000002,1.2742857142857145,Y,1961,Landscape
1344,Mondanite XXIV,Jean Dubuffet,1633.0,1975,Vinyl paint on paper mounted on canvas,"approximately 25 1/4 x 36"" (64.1 x 91.3 cm)",Nina and Gordon Bunshaft Bequest,620.1994,Painting,Painting & Sculpture,1994-12-08,Y,80110,,,,67.0,,,94.3,,"French, 1901–1985",French,male,1901.0,1985.0,6318.099999999999,1.4074626865671642,N,1975,Landscape
1345,Two Nudes,Pablo Picasso,4609.0,"Paris, late 1906",Oil on canvas,"59 5/8 x 36 5/8"" (151.3 x 93 cm)","Gift of G. David Thompson in honor of Alfred H. Barr, Jr.",621.1959,Painting,Painting & Sculpture,1959-04-22,Y,80111,,,,151.3,,,93.0,,"Spanish, 1881–1973",Spanish,male,1881.0,1973.0,14070.900000000001,0.6146728354263054,Y,1906,Portrait
1346,The Weeping Woman,Raúl Anguiano,186.0,1942,Oil on canvas,"23 5/8 x 29 5/8"" (60 x 75.2 cm)",Inter-American Fund,622.1942,Painting,Painting & Sculpture,1942-12-29,Y,80114,,,,60.0,,,75.2,,"Mexican, 1915–2006",Mexican,male,1915.0,2006.0,4512.0,1.2533333333333334,Y,1942,Landscape
1347,The Blue Doll,Alton Pickens,4613.0,1942,Oil on canvas,"42 7/8 x 35"" (108.9 x 88.9 cm)",James Thrall Soby Fund,622.1943,Painting,Painting & Sculpture,1943-11-04,Y,80115,,,,108.9,,,88.9,,"American, 1917–1991",American,male,1917.0,1991.0,9681.210000000001,0.8163452708907254,Y,1942,Portrait
1348,A Tree in Naples,Willem de Kooning,3213.0,1960,Oil on canvas,"6' 8 1/4"" x 70 1/8"" (203.7 x 178.1 cm)",The Sidney and Harriet Janis Collection,622.1967,Painting,Painting & Sculpture,1969-07-22,Y,80116,,,,203.7,,,178.1,,"American, born the Netherlands. 1904–1997",American,male,1904.0,1997.0,36278.969999999994,0.8743249877270496,Y,1960,Portrait
1349,Harlequin (Self-Portrait),John D. Graham,2284.0,c. 1944,Oil and pencil on canvas,"24 x 20 1/8"" (61.2 x 51.3 cm)",Gift of Margery and Harry Kahn,622.1973,Painting,Painting & Sculpture,1973-12-11,Y,80117,,,,61.2,,,51.3,,"American, born Ukraine. 1881–1961",American,male,1881.0,1961.0,3139.56,0.838235294117647,Y,1944,Portrait
1350,Abode V (with Stairs and Numerous Rooms),Jean Dubuffet,1633.0,April 1966,Vinyl paint on canvas,"57 3/4 x 45""  (146.7 x 114.4 cm)",Nina and Gordon Bunshaft Bequest,622.1994,Painting,Painting & Sculpture,1994-12-08,Y,80118,,,,146.7,,,114.3,,"French, 1901–1985",French,male,1901.0,1985.0,16767.809999999998,0.7791411042944786,N,1966,Portrait
1351,Bridge,Fernand Léger,6624.0,1908?,Oil on canvas,"36 1/2 x 28 5/8"" (92.7 x 72.6 cm)",The Sidney and Harriet Janis Collection,624.1967,Painting,Painting & Sculpture,1967-10-18,Y,80121,,,,92.7,,,72.6,,"French, 1881–1955",French,male,1881.0,1955.0,6730.0199999999995,0.7831715210355986,Y,1908,Portrait
1352,The Violinist (Le Violoniste),Jean Dubuffet,1633.0,March 1944,Oil on canvas,"23 3/4 x 28 3/4"" (60.4 x 73 cm)",Nina and Gordon Bunshaft Bequest,625.1994,Painting,Painting & Sculpture,1994-12-08,Y,80124,,,,60.3,,,73.0,,"French, 1901–1985",French,male,1901.0,1985.0,4401.9,1.2106135986733002,Y,1944,Landscape
1353,Random Site with 5 Personages from the Sites Aléatoires series,Jean Dubuffet,1633.0,1982,Synthetic polymer paint and cut-and-pasted paper mounted on canvas,"26 1/2 x 39 1/4"" (67.4 x 99.7 cm)",Nina and Gordon Bunshaft Bequest,626.1994,Painting,Painting & Sculpture,1994-12-08,Y,80126,,,,67.4,,,99.7,,"French, 1901–1985",French,male,1901.0,1985.0,6719.780000000001,1.479228486646884,N,1982,Landscape
1354,Slowly Toward the North,Yves Tanguy,5804.0,1942,Oil on canvas,"42 x 36"" (106.7 x 91.4 cm)",Gift of Philip Johnson,627.1943,Painting,Painting & Sculpture,1943-11-04,Y,80127,,,,106.7,,,91.4,,"American, born France. 1900–1955",American,male,1900.0,1955.0,9752.380000000001,0.8566073102155577,Y,1942,Portrait
1355,Gregory,Billy Al Bengston,472.0,1961,Lacquer and synthetic enamel on board,"48 1/8 x 48 1/8"" (122 x 122 cm)",Larry Aldrich Foundation Fund,628.1965,Painting,Painting & Sculpture,1965-10-07,Y,80129,,,,122.0,,,122.0,,"American, born 1934",American,male,1934.0,0.0,14884.0,1.0,N,1961,Square
1356,Building Facades,Jean Dubuffet,1633.0,July 1946,Oil on canvas,"51 3/4 x 63 7/8"" (130.5 x 162.3 cm)",Nina and Gordon Bunshaft Bequest,628.1994,Painting,Painting & Sculpture,1994-12-08,Y,80130,,,,131.4,,,162.2,,"French, 1901–1985",French,male,1901.0,1985.0,21313.079999999998,1.2343987823439877,Y,1946,Landscape
1357,Synchromy in Blue,Stanton Macdonald-Wright,3663.0,c. 1917-18,Oil on canvas,"26 1/4 x 20 1/8"" (66.4 x 51.1 cm)",The Sidney and Harriet Janis Collection,629.1967,Painting,Painting & Sculpture,1967-10-18,Y,80131,,,,66.4,,,51.1,,"American, 1890–1973",American,male,1890.0,1973.0,3393.0400000000004,0.769578313253012,Y,1917,Portrait
1358,Head of a Girl from the Assemblages d'empreintes series,Jean Dubuffet,1633.0,1954,Oil on canvas,"11 1/4 x 9 1/2"" (28.6 x 24.1 cm)",Nina and Gordon Bunshaft Bequest,630.1994,Painting,Painting & Sculpture,1994-12-08,Y,80135,,,,28.6,,,24.1,,"French, 1901–1985",French,male,1901.0,1985.0,689.2600000000001,0.8426573426573427,Y,1954,Portrait
1359,Window at Vers,André Derain,1500.0,1912,Oil on canvas,"51 1/2 x 35 1/4"" (130.8 x 89.5 cm)","Abby Aldrich Rockefeller Fund, purchased in memory of Mrs. Cornelius J. Sullivan",631.1939,Painting,Painting & Sculpture,1939-12-08,Y,80136,,,,130.8,,,89.5,,"French, 1880–1954",French,male,1880.0,1954.0,11706.6,0.6842507645259939,Y,1912,Portrait
1360,"The Palace of Curtains, III",René Magritte,3692.0,Paris 1928-29,Oil on canvas,"32 x 45 7/8"" (81.2 x 116.4 cm)",The Sidney and Harriet Janis Collection,631.1967,Painting,Painting & Sculpture,1967-10-18,Y,80137,,,,81.2,,,116.4,,"Belgian, 1898–1967",Belgian,male,1898.0,1967.0,9451.68,1.4334975369458127,Y,1928,Landscape
1361,"Solution of Continuity, 24",Hisao Domoto,1582.0,1964,Oil and synthetic polymer paint on canvas,"63 5/8 x 51 1/8"" (161.6 x 129.8 cm)",Gift of Mr. and Mrs. David Kluger,631.1977,Painting,Painting & Sculpture,1977-12-13,Y,80138,,,,161.6,,,129.8,,"Japanese, 1928–2013",Japanese,male,1928.0,2013.0,20975.68,0.8032178217821783,Y,1964,Portrait
1362,Chairman of the Board,Helen Frankenthaler,1974.0,1971,Acrylic and felt-tip pen on canvas,"7' 4 1/4"" x 16' 2 1/4"" (224.2 x 493.2 cm)",Nina and Gordon Bunshaft Bequest,631.1994,Painting,Painting & Sculpture,1994-12-08,Y,80139,,,,224.2,,,493.4,,"American, 1928–2011",American,female,1928.0,2011.0,110620.27999999998,2.2007136485281,N,1971,Landscape
1363,"Monastery Farm, Rhode Island",Lawrence Lebduska,3440.0,1936,Oil on rubberized cloth,"28 1/4 x 38"" (71.8 x 96.5 cm)",Abby Aldrich Rockefeller Fund,632.1939,Painting,Painting & Sculpture,1939-12-08,Y,80140,,,,71.8,,,96.5,,"American, 1894–1966",American,male,1894.0,1966.0,6928.7,1.3440111420612815,Y,1936,Landscape
1364,"Item 34, 1964, Spiral IV",Bruce Tippett,5883.0,1964,Synthetic polymer paint on canvas,"67 3/4 x 67 3/4 x 4"" (172 x 172 x 10 cm)",Given anonymously,632.1965,Painting,Painting & Sculpture,1965-10-07,Y,80142,,10.0,,172.0,,,172.0,,"British, born 1933",British,male,1933.0,0.0,29584.0,1.0,N,1964,Square
1365,The Leaf of the Artichoke Is an Owl,Arshile Gorky,2252.0,1944,Oil on canvas,"28 x 35 7/8"" (71.1 x 91.2 cm)",Sidney and Harriet Janis Collection Fund,632.1977,Painting,Painting & Sculpture,1977-12-13,Y,80143,,,,71.1,,,91.2,,"American, born Armenia. 1904–1948",American,male,1904.0,1948.0,6484.32,1.2827004219409284,Y,1944,Landscape
1366,Echo of a Scream,David Alfaro Siqueiros,5454.0,1937,Enamel on wood,"48 x 36"" (121.9 x 91.4 cm)",Gift of Edward M. M. Warburg,633.1939,Painting,Painting & Sculpture,1939-12-08,Y,80144,,,,121.9,,,91.4,,"Mexican, 1896–1974",Mexican,male,1896.0,1974.0,11141.660000000002,0.7497949138638228,N,1937,Portrait
1367,Savanna,Gonzalo Ariza,217.0,1942,Oil on canvas,"19 3/8 x 19 1/4"" (49.2 x 48.9 cm)",Inter-American Fund,633.1942,Painting,Painting & Sculpture,1942-12-29,Y,80145,,,,49.2,,,48.9,,"Colombian, 1912–1995",Colombian,male,1912.0,1995.0,2405.88,0.9939024390243901,Y,1942,Portrait
1368,Tableau no. 2 / Composition no. V,Piet Mondrian,4057.0,1914,Oil on canvas,"21 5/8 x 33 5/8"" (54.8 x 85.3 cm)",The Sidney and Harriet Janis Collection,633.1967,Painting,Painting & Sculpture,1967-10-18,Y,80146,,,,54.8,,,85.3,,"Dutch, 1872–1944",Dutch,male,1872.0,1944.0,4674.44,1.5565693430656935,Y,1914,Landscape
1369,The Mirror,Fernand Léger,6624.0,1925,Oil on canvas,"51 x 39 1/4"" (129.6 x 99.6 cm)",Nina and Gordon Bunshaft Bequest,633.1994,Painting,Painting & Sculpture,1994-12-08,Y,80147,,,,129.5,,,99.7,,"French, 1881–1955",French,male,1881.0,1955.0,12911.15,0.7698841698841699,Y,1925,Portrait
1370,Two Female Models in the Studio,Philip Pearlstein,4529.0,1967,Oil on canvas,"50 1/8 x 60 1/4"" (127.3 x 153.1 cm)",Gift of Mr. and Mrs. Stephen B. Booke,634.1973,Painting,Painting & Sculpture,1973-12-31,Y,80150,,,,127.3,,,153.1,,"American, born 1924",American,male,1924.0,0.0,19489.629999999997,1.2026708562450903,Y,1967,Landscape
1371,Bowl of Fruit,Henri Laurens,3409.0,1922,Glazed stoneware,"14 1/8 x 13 1/8"" (36 x 33.4 cm)",Gift of Dr. and Mrs. Arthur Luce Klein,634.1977,Painting,Painting & Sculpture,1977-12-13,Y,80151,,,,36.0,,,33.4,,"French, 1885–1954",French,male,1885.0,1954.0,1202.3999999999999,0.9277777777777777,N,1922,Portrait
1372,Composition with Red and Blue,Piet Mondrian,4057.0,1933,Oil on canvas,"16 1/4 x 13 1/8"" (41.2 x 33.3 cm)",The Sidney and Harriet Janis Collection,635.1967,Painting,Painting & Sculpture,1967-10-18,Y,80153,,,,41.2,,,33.3,,"Dutch, 1872–1944",Dutch,male,1872.0,1944.0,1371.96,0.8082524271844659,Y,1933,Portrait
1373,"""Or The Mocked Mocker""",Paul Klee,3130.0,1930,Oil on canvas,"17 x 20 5/8"" (43.2 x 52.4 cm)",Gift of J. B. Neumann,637.1939,Painting,Painting & Sculpture,1939-12-08,Y,80157,,,,43.2,,,52.4,,"German, born Switzerland. 1879–1940",German,male,1879.0,1940.0,2263.6800000000003,1.2129629629629628,Y,1930,Landscape
1374,"Composition in Yellow, Blue, and White, I",Piet Mondrian,4057.0,1937,Oil on canvas,"22 1/2 x 21 3/4"" (57.1 x 55.2 cm)",The Sidney and Harriet Janis Collection,637.1967,Painting,Painting & Sculpture,1967-10-18,Y,80158,,,,57.1,,,55.2,,"Dutch, 1872–1944",Dutch,male,1872.0,1944.0,3151.92,0.9667250437828372,Y,1937,Portrait
